bp_id;age;experience;devision;position;ans_1;ans_2;ans_3_1;yesno_3_1;com_ruk;ans_3_2;yesno_3_2;com_inst;ans_4;ans_5;ans_6;ans_7;ans_8;ans_9;ans_10;ans_11;ans_12_1;ans_12_2;ans_13;ans_14;ans_15;ans_16;ans_17;ans_18;ans_19;ans_20;ans_21;ans_22;ans_23;ans_24;ans_25;ans_26;ans_27;ans_28;ans_29;ans_30_1;ans_30_2;ans_31;ans_32;ans_33;ans_34;ans_35;ans_36;ans_37;ans_38;ans_39;ans_40;ans_41;ans_42;ans_43;ans_44;ans_45;com_nal;ans_46;ans_47;complain
4667459;25;0;4;БП;1;2;3;0;0;3;0;0;1;5;1;4;5;3;1;2;3;3;5;1;1;5;5;3;6;2;6;2;6;1;5;1;4;6;6;4;4;6;1;5;3;5;3;1;1;0;0;1;1;0;0;1;Часто ставят короткие рейсы, что приносит маленький налет, но устаешь также. ;0;1;Сделайте отсидки командировок за границей и зп 1:1 к налету
527992;20;1;2;БП;2;4;3;0;0;3;1;Инструктор не всегда знает ответ на вопрос м далеко не всегда готов помочь и решить вопрос ;1;2;2;4;3;2;1;3;5;5;1;1;2;1;5;2;6;2;5;4;6;1;4;3;3;4;5;3;3;2;2;5;3;3;2;1;1;0;0;1;0;0;0;1;Планирование совершенно не логично ставит рейсы, кто-то летает исключительно дальний восток, а кто-то делает по 6 Египтов, за которые была доплата. А также спокойно рейс с налётом в 16 часов могут поменять на рейс с налётом в 2 часа. ;0;1;Основное предложение состоит только в необходимости повысить заработную плату
3230946;37;13;4;БП;2;5;2;0;0;6;0;0;1;2;1;5;4;5;1;5;2;6;3;3;3;5;2;3;5;2;5;2;5;1;5;1;3;5;3;5;1;5;2;5;3;3;5;0;0;0;1;0;0;0;0;0;0;1;0;0
1315978;40;6;3;СБ;5;4;5;0;0;3;0;0;5;3;4;4;5;3;4;3;5;5;5;5;4;3;4;4;2;3;3;2;4;4;4;3;5;2;2;2;4;3;4;4;3;4;3;0;1;0;0;0;1;1;0;0;0;0;0;0
1736398;39;18;5;БП;1;4;5;0;0;5;0;0;4;3;2;5;5;5;3;4;5;5;5;4;5;5;4;4;4;2;3;1;4;2;6;3;6;3;2;2;1;6;3;5;2;3;5;0;0;0;1;0;1;0;0;0;0;1;0;0
190540;33;5;1;БП;1;5;2;0;0;6;0;0;2;2;1;5;5;5;1;5;2;5;2;1;2;4;4;4;6;2;5;5;6;1;5;4;5;6;6;5;1;6;1;5;2;5;4;1;1;0;0;0;1;0;0;1;0;0;0;0
4248029;25;3;3;БП;1;3;5;0;0;5;0;0;2;5;1;4;5;1;1;2;5;5;2;2;4;4;4;4;5;4;1;1;5;2;5;5;5;4;2;2;2;63;2;2;5;1;1;1;0;0;0;0;0;0;1;1;0;0;1;Надоело носить аптечки ! Надоели сломанные мониторы на ДВ и 2 горячих рациона когда летишь 7 часов и ты зашиваешься .
4294685;26;2;2;БП;3;4;5;0;0;6;0;0;2;3;1;6;6;5;2;5;6;6;3;4;3;4;5;3;5;2;1;2;5;5;5;3;6;2;3;1;1;1;3;5;1;6;5;0;1;0;0;1;0;1;0;0;0;0;0;0
481382;35;13;5;БП;1;4;5;0;0;5;0;0;2;2;2;5;2;4;2;3;5;5;5;2;3;3;4;4;5;5;3;2;5;2;4;4;3;5;3;3;3;4;3;3;3;3;4;1;1;0;0;0;0;1;0;1;Много ночных рейсов, сначала планируют ночью, а на следующий день ставят ранний вылет. Перед отпуском дают маленький налёт, а также сокращают налёт если в отчётном периоде есть дни, которые оплачиваются по среднему (ВЛЭК, КПК). ;0;0;0
3961397;33;5;2;БП;3;5;3;0;0;2;0;0;1;2;2;5;5;2;1;3;5;5;2;2;5;5;5;2;6;5;6;2;6;1;5;4;2;6;3;4;5;6;1;5;2;5;1;1;1;0;0;1;0;0;0;0;0;0;1;А смысл? 100500 раз говорили об этом. По итогу-все руководство только разводит руками.
945661;25;2;2;БП;1;1;1;1;Начальство не реагирует на просьбы, сообщения о помощи. Не старается помочь, вникнуть в индивидуальные ситуации. Полное отстранение от подчиненных ;1;1;0;0;1;1;1;5;3;1;1;2;1;2;1;1;1;5;5;2;6;6;6;5;5;2;4;1;5;6;6;6;5;2;2;2;2;5;1;1;0;0;0;0;0;0;1;Нет равноценного распределения направлений и часов между коллегами. Либо полеты с минимальным рабочим временем, либо выходные по 4/5 дней. Либо только дальний восток, либо перелеты пассажиром ;0;0;Я желаю донести до руководства что наша заработная плата должна быть более достойной. Что мы получаем меньше чем средний заработок на земле, а здоровье убиваем гораздо сильнее. Я считаю что прежде чем отправлять жалобу на бортпроводников в раздел «обосновано» нужно учитывать все стороны. И при возможных обстоятельствах быть за проводников, за своих подчиненных. Минимальный состав на дальний восток, это самое ужасное что может быть, СБ читает информацию, 2 человека в бизнес классе, 2 человека в стойках при подготовке питания, один под бортом, ещё 2 встречают и получается что в самолете нет никого, и контроля нет никакого. Почему мы носим аптечки, это не наша работа и мы не обязаны ее выполнять. Тем более бесплатно. Не работающие мониторы, не работающая вай Фай система. Все это занимает время при работе и обслуживании пассажиров. 2 полных рациона на дальний восток, это не необходимость. Порой выбрасывается почти половина питания
607419;34;6;3;BS;3;2;5;0;0;2;0;0;3;3;1;5;6;2;2;3;5;1;5;2;5;2;6;3;3;5;5;2;5;2;6;2;6;1;5;2;5;5;2;5;4;6;1;0;0;0;0;1;0;1;0;0;0;0;0;0
2669916;29;4;1;BS;1;4;3;0;0;2;0;0;2;2;2;4;3;2;2;3;4;3;3;3;2;4;4;4;4;3;3;3;6;1;4;4;3;5;4;3;4;5;1;5;3;4;3;1;1;0;1;0;1;1;0;1;Слишком много коротких рейсов,неравномерное планирование. Выходит дороже добираться на работу ,платить за парковку,все равно тратить весь день,а в итоге не получать налёт и соответствующую зп ;0;0;Минимальный экипаж,нет речи об добросовестном исполнении своих обязанностей в таком режиме.  Тяжелые аптечки,выглядим как цыгане на улице и в аэропорту. Кроме нас никто их не носит.
1677992;32;13;4;СБ;3;4;5;0;0;5;0;0;3;2;2;2;2;3;1;3;5;5;4;2;4;2;5;4;2;4;3;3;5;1;4;4;5;4;3;2;3;5;2;3;3;5;4;0;1;0;0;1;1;0;0;1;Неделя без выходных, потом неделя очень свободная. И такое чередование у многих. Хотелось бы более равномерную занятость. ;0;1;Неграмотные и некомпетентные сотрудники, которым пора, видимо, уходить с работы.
4543939;30;3;2;СБ;4;3;3;0;0;6;0;0;1;1;1;4;3;3;1;3;1;6;2;1;3;3;3;1;4;5;6;3;6;1;3;1;2;5;3;6;1;6;1;3;4;3;1;0;1;0;0;1;0;0;0;1;. ;1;0;0
3391412;26;0;5;BS;3;5;5;0;0;5;0;0;3;5;5;6;6;5;3;5;6;6;4;4;2;5;5;5;2;2;1;2;4;5;5;5;5;5;3;2;2;2;3;5;2;5;5;0;1;0;0;1;1;1;0;0;0;0;0;0
2108332;37;6;3;BS;1;2;1;1;Почти никогда решения не содержат логики, работа с жалобами тоже происходит по каким то непонятным каналам. На многие просьбы и ситуации подчиненных ответ в стиле - мы тут ничего поделать не можем. ;6;0;0;4;2;1;5;1;1;1;3;4;6;4;1;1;6;5;1;5;5;4;1;6;1;6;1;5;6;1;5;2;4;2;2;3;4;1;1;1;1;1;1;0;0;0;1;Полеты планируются неравномерно. Можно несколько месяцев не вылезать с сухих, или летать только дальний восток, а кто то летает 7-8 Египтов в месяц и еще получает за пересечение границы. Убрали возможность выбрать предпочтительное время для отпуска.  Могут отказать в выходных в запланированный день, а в соседние дни будешь сидеть дома. ;0;0;0
4831822;34;4;5;СБ;1;2;2;0;0;6;0;0;1;2;1;4;5;2;1;2;5;5;1;1;1;3;5;4;6;6;4;4;6;1;5;3;5;6;5;3;1;5;1;1;5;5;3;1;1;0;0;1;1;0;0;1;Много ночных рейсов. Чередование ночных с ранними вылетами, неравномерный налёт. ;1;0;0
63999;38;6;3;БП;4;5;6;1;Всегда на связи и всегда участлив к возникающим вопросам. Адекватный, справедливый ;4;0;0;3;3;1;6;4;6;3;3;6;6;4;1;6;5;5;2;4;3;2;1;6;1;5;2;4;2;1;1;1;6;1;4;1;5;6;0;1;0;0;0;1;1;0;0;0;0;1;Нужно меньше бюрократии и посредников в доведении информации и проблем, с которыми бп сталкиваются непосредственно в рейсах в условиях разработанных технологий, которые не всегда близки к реалиям
231536;39;5;5;BS;2;4;4;0;0;5;0;0;2;2;1;5;5;4;1;3;5;6;2;3;2;4;4;3;4;4;2;3;6;1;6;4;6;6;5;2;1;5;2;4;3;5;3;0;1;0;0;1;1;1;0;1;Хотелось бы хороший налет каждый месяц ;1;1;Не буду
1573758;22;0;3;БП;2;5;4;0;0;1;1;0;4;4;1;4;4;1;1;5;6;2;4;3;3;4;4;3;6;2;3;2;6;1;4;1;5;6;2;3;5;5;2;5;4;5;2;0;1;0;0;0;1;0;0;1;Много выходных подряд, короткие рейсы, невозможность получить провозку на другой тип самолёта ;0;0;0
1038520;35;5;1;БП;1;4;3;1;Ничего никто решать не собирается и с просьбами и проблемами бортпроводников не работают,боятся сверху кого-то. Инфу по просьбам улучшения условий до генерального не доводят ;4;0;0;4;2;1;4;4;3;1;5;4;4;5;1;6;5;4;2;6;2;4;2;6;1;5;3;3;5;5;3;3;5;1;5;3;3;5;1;1;0;0;0;0;1;0;0;0;0;1;Оплата дискавери бара менее 10% от торговли и выпустить документ по этому поводу. Сервисные услуги только оптимальным составом бп в рейсе,согласно документам по закону. Конкурентоспособная зарплата не менее 150 за 80ч И тёплые эстафеты
2798803;32;5;2;СБ;2;3;3;1;Руководитель и руководство в целом,толковые и грамотные,сомнений нет!но лично мне не хватает человеческого отношения. ;4;0;0;2;3;5;5;6;4;4;4;4;5;4;3;4;4;4;5;4;3;4;3;4;4;4;4;6;3;3;3;3;4;3;3;3;6;4;0;1;0;0;1;1;1;0;1;В данный момент у меня очень высокая интенсивность полетов,а налёт небольшой и практически отсутствует разнообразие. ;0;0;0
1675101;37;5;5;СБ;2;5;4;0;0;6;0;0;1;1;3;4;6;4;1;2;6;6;1;2;1;3;5;5;4;5;1;5;5;3;6;4;5;6;6;2;1;4;1;4;3;6;4;0;1;0;0;1;1;0;0;1;Снимают рейсы по непонятной причине и ничего не ставят взамен. Видимо кому то нужнее🤷‍♀ ;0;0;0
4278161;41;20;4;БП;2;4;4;0;0;4;0;0;3;4;2;6;5;5;2;5;5;5;4;5;1;6;5;1;5;2;5;3;2;2;5;5;5;5;2;2;3;5;3;4;2;5;5;0;1;1;0;1;0;0;0;0;0;1;0;0
4992596;22;0;5;БП;2;5;4;0;0;5;0;0;4;3;3;4;5;4;3;5;5;5;4;4;4;4;4;3;4;3;3;3;4;3;4;4;5;2;6;2;2;6;4;4;3;5;4;0;1;0;0;1;1;0;0;0;0;0;0;0
3762518;35;5;5;СБ;2;3;3;0;0;2;0;0;2;2;2;5;6;2;2;2;5;5;2;3;5;3;5;4;4;5;5;2;5;2;4;3;5;5;4;3;5;6;2;2;2;5;2;0;0;0;0;0;1;0;0;0;0;1;0;0
978490;33;4;1;БП;3;4;4;0;0;5;0;0;3;1;3;5;6;4;1;4;4;5;3;2;2;4;5;2;5;3;4;4;5;2;5;5;5;5;5;3;2;1;1;4;3;4;4;1;1;0;1;0;1;0;0;1;Иногда план составлен настолько неграмотно и бездарно, что возникают большие сомнения в компетентности и адекватности работников этого отдела. Планирование как другое государство, куда нельзя обратиться с вопросом или предложением, связь односторонняя от них, что крайне неудобно. ;0;1;Хотелось бы человеческого отношения от руководства. Оно очень любит взывать к лояльности работников к АК, но часто само не проявляет к нам никакой лояльности. К примеру, редко учитывают пожелания по отпуску на будущий год: кому не нужен - ставят летом, а кто с детьми и летом очень нужен - не ставят. Также часты нелепые и абсурдные ситуации, например, когда сам предлагаешь раньше выйти из отпуска в связи с нехваткой кадров, тебе отказывают, а через неделю начинают звонить и просить об этом. Ощущение нескоординированности отделов и подразделений. Иногда вообще чувствуешь себя расходным материалом, который нужен только для затыкания дыр в плане. Очень недальновидная и узколобая политика, которая привела к массовым увольнениям за последний год.
1898283;32;6;1;Бп;3;5;5;0;0;6;0;0;3;4;1;5;5;5;2;5;5;5;5;4;1;6;5;5;4;2;2;2;4;2;6;4;5;2;2;2;2;4;3;5;2;5;5;0;1;0;0;1;1;1;0;0;0;0;0;0
443251;53;32;5;СБ;4;5;5;0;0;5;0;0;5;5;3;5;5;5;2;5;5;5;5;5;5;5;5;5;2;2;2;2;2;5;5;5;5;2;2;2;2;2;5;5;2;5;5;0;0;0;0;1;1;1;0;0;0;0;0;0
1355639;31;5;5;BS;2;5;5;0;0;5;0;0;2;2;1;6;5;4;1;4;5;5;1;3;5;5;5;5;6;2;4;2;5;1;6;5;6;5;3;1;1;6;2;5;4;6;5;1;1;0;0;0;0;0;0;1;Неравномерное распределение регулярной и чартерной программы в планировании,когда нагрузка на этих рейсах совершенно разная на бп,либо летаешь только регулярные рейсы,либо только орбиты,много ночных рейсов в летний период,длинные промежутки между отпусками,практически под 8 месяцев ;0;0;0
1905349;27;0;4;СБ;3;6;6;0;0;6;0;0;3;6;5;5;6;6;3;6;1;1;1;6;2;3;6;6;2;1;2;1;4;5;5;5;5;3;2;1;1;2;5;6;1;6;6;0;1;0;0;1;1;1;0;0;0;0;0;0
2726536;29;6;5;СБ;2;2;5;0;0;4;0;0;3;3;2;4;4;2;1;2;5;6;3;3;3;2;4;3;5;6;2;4;5;2;4;3;3;5;5;2;2;6;2;2;4;3;2;1;1;0;1;0;1;0;0;1;Много ночных. Неравномерное планирование по неделям. Нет реальной возможности заказать рейс, если он необходим. ;0;1;1. Требуется индексация зп. Она неконкурентная .  2. Разобраться с неравномерным планированием.  3. Сделать эстафеты на таком рейсе, как Дубай. Там часто задержки. Мне как старшему бортпроводнику после ещё писать отчеты. Меня нет дома почти сутки, я вымотана, отхожу очень долго.  4. Учитывать пожелания при планировании командировок (кто-то хочет, но не летает, а кто-то наоборот). 5. Сократить сборник информаций. Пассажиры устают от такого объема и просто перестают слушать.
199427;33;9;5;СБ;3;3;5;0;0;4;0;0;2;3;2;5;5;3;2;3;5;5;5;4;4;3;3;4;4;4;2;2;5;2;4;3;4;4;3;1;3;5;4;3;2;4;2;1;1;0;1;0;1;0;0;1;Много коротких рейсов каждый день ;0;1;Сделать документы на питание,БКО и ПКСЭО на самокопирующейся бумаге,очень много времени уходит на их заполнение
3697004;35;5;3;СБ;2;5;4;1;Я думаю, что они тоже ограничены в своем выборе, мало на что могут повлиять. ;4;1;Тот же ответ, что и от руководителя ;3;1;2;5;6;5;1;1;5;6;3;3;5;4;5;3;4;2;3;2;5;1;6;4;6;3;2;2;1;3;2;5;2;6;5;0;1;0;0;1;0;1;0;1;Хотелось бы баланса в планировании. 50/50 заграничных/российских рейсов, 50/50коротких/дальних, 50/50ночных/дневных - было бы идеально!и не летать 25дней подряд а потом 5дней выходных! Равномерность нужна ;0;1;Необходима материальная премия, она даёт желание работать как угодно, лишь бы зарабатывать.
4348914;26;2;2;БП;1;4;5;0;0;6;0;0;2;2;2;4;2;5;1;5;5;5;3;2;4;4;5;3;4;2;4;2;5;2;4;5;2;3;1;3;1;6;2;5;2;3;6;1;1;0;0;0;1;0;0;0;0;0;1;1
76398;34;8;5;БП;1;4;5;0;0;4;0;0;2;2;4;6;5;3;2;2;6;6;1;3;2;4;5;4;4;5;2;3;6;3;5;3;5;5;5;2;2;5;3;5;2;5;3;0;1;0;0;0;1;0;0;0;0;0;0;0
3763683;32;7;4;BS;1;5;4;0;0;6;0;0;1;1;1;6;4;5;1;5;5;6;5;2;2;5;2;2;5;2;4;2;6;5;4;4;4;5;2;3;1;5;2;5;2;3;5;1;0;0;1;0;1;1;0;0;0;1;0;0
3977124;27;3;5;BS;1;1;4;0;0;4;0;0;2;2;3;4;1;4;1;1;4;4;2;2;6;3;4;1;6;4;2;2;6;1;4;4;4;6;3;3;3;6;1;1;5;4;4;1;1;0;0;1;1;0;0;1;Планирование очень неравномерное, то 17 часов за две недели, то 60 за две. Очень много ночных. После ночного рейса, всегда раннее утро, после раннего утра - ночь. Пока не напишешь с просьбой о нормальном планировании руководству, ничего не меняется. Командировки летают одни и те же. Если есть BS, то командировок, практически, не видать. Планируют на тяжёлые рейсы( Иркутск, Дубай, Энфилда и тд) малопытных коллег, у которых 2ой рейс после первоначального обучения, что крайне осложняет весь процесс обслуживания пассажиров, хотелось бы видеть хотя бы одного представителя мужского пола в экипаже на таких рейсах, а не только новеньких, которые ещё сами не уверены в своих действиях, т. к. не хватает опыта. Хотелось бы, чтобы длинные и тяжёлые рейсы, как вышеперечисленные были со стоянками, потому что их выполнение  в разворотном стиле( Дубай, Хургада, Энфида, Красноярск, Ташкент, Шарджа, Тель-Авив) буквально на грани физических и моральных возможностей даже очень опытных бортпроводников. Хотелось бы, чтобы уважительно относились к экипажам, и если по причине задержки, рабочее время не проходит, то не просили "слетать и потерпеть", т. к. бортпроводники не железные, они не могут летать всю ночь, потом 6 часов отдохнуть и снова лететь. Хотелось бы, чтобы рейсы, когда мы летим или возвращаемся пассажирами в/из командировки были не ночными, а дневными, потому что это очень тяжело физически, мы всё равно уже потеряли этот день, так почему бы не дать экипажу выспаться и отдохнуть, хотя бы в командировке? Хотелось бы оптимальных экипажей, потому что, втроём летать на А-319, это, когда и 2R и 3R , делают столько работы, что едва успевает заполнить документы до конца рейса, даже на длинных рейсов, а доплаты за это нет, хотя людей хватает в штабе и налёт довольно неравномерный. Хотелось бы на тяжелые, большие рейсы, чтобы мужчин в экипаже тоже планировали, а не только детей-бортпроводников 2001 года рождения. ;0;1;Нахождение в резерве считаю просто невозможным, по причине ужасной слышимости, топота, очень маленькие комнаты, в которых очень тяжело отдыхать перед рейсом вдвоём, то душно, то холодно. Ехать в своё время отдыха куда-то на машине, чтобы расписаться о том, что ты здоров, считаю тоже неприемлимым. Это наше время отдыха перед рейсом. Считаю неприемлимым также то, что очень часто, планирование уже знает, что определённый человек куда-то полетит, но его не предупреждают заранее и сначала он приезжает в резерв, а рейс, через 3 -4 часа, хотя он бы мог остаться и ехать на рейс из дома. Считаю, что невозможно питаться в этой столовой и сидеть всё время голодным- это издевательство и неуважение к коллективу. Считаю, что очень низкая зп, которая расчитывается всегда непонятно как, "кому как повезёт", у двух-трёх релевантных по опыту коллег, с одинаковым налётом, одинаковой категорией и личным вкладом, зарплата может разниться на 10-15-20 тысяч, но никто не будет вам объяснять, почему такая разница и как её рассчитывали. Постоянно что-то забывают посчитать, как день аванса или заработной платы, надо обязательно всё проверять и обязательно что-то, да не посчитают. Каждый раз приходится буквально " Выбивать" Свои честно заработанные деньги. С больничными тоже самое, после того, как ты загрузил свою заявку на портал о больничном, пока ты не напишешь несколько раз бухгалтеру, так она и будет висеть необработанной. Зарплата ниже всех в отрасли.
2063721;34;5;5;СБ;3;4;5;0;0;5;0;0;2;3;1;5;4;3;2;3;5;5;4;3;3;2;5;2;4;4;3;4;5;1;5;2;5;5;4;2;2;5;3;3;3;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0
4467731;49;15;4;БП;1;2;3;1;Не способность слышать и прислушиваться к работнику. ;5;0;0;1;5;2;5;6;1;1;2;3;6;3;1;3;3;5;1;6;6;5;6;6;1;4;1;4;6;6;4;2;6;1;1;3;4;2;1;1;0;0;1;1;0;0;1;Фиксированный план не соответствует действительности, не отслеживается производственным отделом после ночного рейса сразу на следующий день планируют ранний вылет . Планировать оптимальный состав кабинного экипажа. ;0;1;Поднять заработную плату до рыночного уровня. Оптимальный состав кабинного экипажа. Отменить ношение кабинным экипажем аптечки на борт из борту воздушного судна.
2255487;35;6;2;БП;1;1;3;0;0;5;0;0;4;5;2;5;4;2;2;2;2;5;1;2;2;5;5;2;5;5;5;2;5;2;5;2;3;2;5;4;2;4;2;5;2;5;2;0;1;0;0;1;0;0;0;1;Налет 45-50часов ;0;0;0
1187155;23;1;5;СБ;3;5;5;0;0;6;0;0;2;3;2;5;5;5;1;5;5;6;3;5;4;2;5;4;4;2;4;3;6;2;5;3;5;5;3;2;1;5;3;4;2;5;5;0;1;0;0;0;1;0;0;0;0;1;0;0
2816841;25;0;4;БП;5;4;5;0;0;5;0;0;3;4;2;5;5;4;3;5;2;2;5;4;3;4;4;5;3;2;3;2;4;2;5;4;4;3;3;2;2;3;4;4;2;5;4;0;1;0;0;0;0;1;0;0;0;1;0;0
178394;25;0;3;БП;2;4;5;0;0;3;0;0;5;5;2;5;1;5;2;5;5;3;2;3;4;5;5;5;4;2;3;2;5;2;5;3;5;4;2;2;4;5;2;5;2;5;5;0;1;0;0;1;0;1;0;1;Одни и те же рейсы. Неразумная не был налёт больше 75 часов ;0;1;Многие СБ превышают свои полномочия
293079;41;5;1;BS;1;6;5;0;0;4;0;0;3;2;1;4;5;5;1;4;6;6;2;2;5;4;4;2;6;2;2;2;6;1;5;4;5;5;3;1;1;5;2;6;3;5;4;0;0;0;1;0;1;1;0;1;Неравномерность налета, отсутствие разнообразия рейсов, бизнес класс летает только на дальний восток ;1;1;Поощрять добросовестную работу
577279;23;4;5;BS;3;5;5;0;0;5;0;0;5;2;5;5;5;4;2;5;6;6;4;3;2;5;5;6;4;2;2;2;5;5;6;5;6;1;3;1;1;4;5;4;1;6;5;0;0;0;0;1;1;1;0;1;Хотелось бы, чтобы налёт был 80 часов каждый месяц. ;0;0;0
1811824;36;5;3;БП;2;6;5;0;0;6;0;0;3;3;2;6;6;5;1;5;6;6;5;4;3;4;4;4;4;1;1;2;6;3;5;5;6;3;3;1;1;3;3;5;2;6;4;0;1;0;0;1;0;0;0;1;Снятие рейсов и замена на другие с меньшим налетом. ;0;0;0
912487;34;7;1;БП;4;5;5;0;0;5;0;0;4;4;5;5;6;5;2;5;5;5;5;5;1;5;5;5;2;2;2;3;4;5;5;5;5;2;4;2;2;1;4;5;2;5;2;0;1;0;0;0;1;0;0;0;0;1;0;0
3797053;25;0;1;БП;4;5;5;0;0;5;1;3;3;5;3;6;5;4;2;6;5;5;3;4;2;5;5;5;2;2;2;2;5;5;5;5;5;2;2;2;2;3;5;5;2;5;5;0;1;0;0;0;1;0;0;1;Рейсы на сухом, предоставление сервисных услуг при минимальном экипаже.  Ночные рейсы 4 и более подряд. ;0;1;Полеты минимальным экипажем по моему мнению угрожают безопасности полетов.
3161477;36;5;3;БП;1;4;4;0;0;5;0;0;4;1;4;4;5;1;2;3;5;5;2;2;2;5;5;5;6;4;5;4;6;4;5;1;4;6;5;3;2;3;1;3;3;5;2;1;1;0;0;0;0;0;0;1;Неравномерно распределяется налёт между БП в компании, часто меняется без причины наряд, рейсы снимаются даже после отзвона ;1;0;0
2482163;34;14;4;Бп;2;6;5;0;0;5;0;0;5;5;3;5;5;5;2;5;6;6;4;5;2;2;4;5;1;2;2;2;5;5;5;2;5;2;2;2;2;2;2;5;2;5;5;0;0;1;0;0;0;0;0;0;0;1;0;0
3716521;30;7;5;СБ;4;5;6;0;0;6;0;0;4;5;1;5;5;6;4;5;6;6;4;4;4;3;4;6;3;2;2;2;4;4;4;3;6;3;2;1;1;4;3;4;3;6;5;0;1;0;0;1;0;1;0;0;0;0;0;0
4812344;28;9;5;СБ;1;5;2;0;0;5;0;0;2;5;1;4;4;2;1;5;5;6;4;3;1;1;5;2;5;2;5;2;4;1;4;1;5;5;2;3;6;5;2;5;5;4;2;0;1;0;0;1;1;0;0;1;Маленький налет, после ночного рейса всегда утро. Выходные почти невозможно заказать, а если и повезло - то могут их не дать ;0;1;Не думаю, что это анонимно. По этому ничего писать не буду
3536618;36;6;3;СБ;4;4;5;0;0;5;0;0;2;3;2;5;5;5;2;3;5;5;2;5;2;5;5;5;3;2;2;2;5;4;5;3;5;5;4;2;2;2;5;5;2;5;4;0;1;0;0;1;0;0;0;1;Хочу чтоб рейсы разбавляли дальним востоком. ;0;0;0
2450508;34;4;5;СБ;3;5;5;0;0;6;0;0;1;3;2;5;6;4;1;5;5;6;4;2;2;3;5;5;5;2;2;2;6;1;6;5;5;6;2;1;1;6;2;5;2;6;3;0;1;0;0;1;1;1;0;1;Необходимо обеспечить норму налёта ежемесячно, независимо от сезона. ;0;0;0
809763;22;0;2;БП;5;5;6;0;0;6;0;0;5;5;4;5;5;5;5;5;5;5;5;5;2;5;5;5;2;2;2;2;2;5;6;5;6;1;2;1;1;2;5;5;2;5;5;0;0;1;0;1;1;1;0;0;0;0;0;0
4587210;34;6;4;БП;1;1;4;0;0;6;0;0;2;4;2;5;5;5;2;2;5;5;5;1;5;5;5;2;5;2;4;3;6;2;5;4;5;4;5;2;1;5;3;2;2;4;5;0;1;1;0;0;0;0;0;0;0;1;0;0
2955020;40;20;ОЛСиТ;СИПБ;1;5;3;0;0;3;0;0;1;2;1;5;3;5;1;2;5;5;2;2;3;2;3;6;3;3;5;5;2;3;2;3;6;5;3;3;3;3;3;3;3;3;3;1;0;0;0;0;0;0;0;0;0;0;1;Топ менеджменту необходимо пересмотреть уровень зарплаты бортпроводников, она оторвана от реальности. Сегодня 100 000 рублей в месяц это зарплата хорошего офисного служащего. А бортпроводник даже столько не получает в нормальных условиях, без переработок за 100 часов налета и единичных премий. Теплых эстафет нет, добавился парк "Сухих" на которых никто летать не хочет. Единственная мотивация это зарплата, но и ее нет. Пока топ менеджмент не решит этот вопрос, так и придется набирать бесконечно людей и сажать их на контракты. Спасибо за внимание.
1472535;33;8;5;СБ;1;3;5;0;0;6;0;0;2;3;1;5;1;4;1;3;5;6;1;2;2;3;5;2;6;5;2;3;6;1;4;2;5;6;3;2;1;6;1;4;4;3;3;1;1;0;1;0;1;0;0;1;Утренние рейсы после ночных это нереальная нагрузка на организм, множество коротких рейсов, отсутствие выходных, невозможность спланировать свою жизнь даже на ближайшую неделю. Резиновое рабочее время, которое может продлеваться руководством до бесконечности (разворотные Дубаи и Египты). Планирование экипажей минимальным составом с предоставлением сервисных услуг ведёт к ухудшению качества работы и настроения в экипаже. ;1;1;Необходимо справедливое рассмотрение жалоб, адекватные материальные поощрения за хорошую работу, работа по документам для всех и всегда, а не только тогда когда это выгодно компании. Обратная лояльность от руководства.
2003856;35;14;1;BS;1;1;2;0;0;4;0;0;4;1;2;6;5;2;2;1;1;6;5;2;5;2;5;2;5;5;5;5;6;2;6;5;5;2;5;5;2;2;1;2;6;6;2;1;1;0;0;1;0;0;0;0;0;0;0;0
637769;40;18;4;БП;1;3;4;0;0;6;0;0;1;3;2;5;6;3;3;3;3;5;4;3;2;4;5;3;5;4;5;5;5;2;5;2;5;4;5;5;2;5;2;3;3;5;2;0;0;1;0;1;0;0;0;0;0;1;0;0
2823095;25;0;2;СБ;2;6;4;0;0;6;0;0;5;3;2;6;5;4;1;5;6;6;5;3;2;5;4;5;4;1;2;2;6;1;6;4;5;2;2;2;1;4;3;6;1;5;5;0;1;1;0;0;0;1;0;1;Неравномерное планирование на разные типы ВС. Летать один дальний восток или на одном сухом суперджете сложно. Комбинируйте рейсы, пожалуйста ;1;0;0
332255;33;5;2;СБ;1;2;3;1;Руководитель должен быть на стороне своих работников, руководитель должен улучшать условия работы. Этого к сожалению не происходит... ;5;0;0;1;1;2;4;5;1;2;2;5;5;2;2;5;5;5;5;6;3;6;1;5;1;5;5;5;5;2;4;3;6;2;2;3;5;1;0;1;1;0;1;0;0;0;1;Неравномерное распределение рейсов в течении месяца(иногда летаешь каждые 12 часов, а потом сидишь на выходных). Иногда бывает, что налет примерно 70 часов, но рабочее время закончилось и ты не можешь больше летать. ;0;1;1.Увеличить зар. Плату. 2.поднять зар. Плату старшим бортпроводникам(она должна существенно отличаться от зар. Платы рядового)  3.получать премию или надбавки за стаж работы(например за стаж от 3 лет) 4.руководство должно своевременно сообщать о новостях, изменениях в компании. Руководитель должен сообщать о планах на будущее (что предстоит, какие направления открываются, какие закрываются и т. Д.)
